id_venta,numero_linea,fecha_venta,id_cliente,id_producto,id_tienda,cantidad,precio_unitario,descuento,metodo_pago,canal,temporada,talla
V002255,1,2024-08-25,C02419,P0012,T005,2,108000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,Xs
V000011,1,2025-10-16,C00531,P0018,T008,1,80000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,Xl
V003625,1,2023-05-17,C02371,P0015,T018,1,171000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,32
V002291,2,2025-07-27,C00745,P0009,T032,1,124000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V003027,2,2023-11-10,C01175,P0018,T011,2,77000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V003561,2,2024-06-08,C01555,P0008,T035,4,220000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V003325,2,2024-04-15,C01754,P0010,T040,1,97000.0,0.0,Transferencia,Tienda Física,Temporada Regular,38
V003465,2,2025-06-19,C01006,P0007,T029,4,61000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V002346,2,2025-12-04,C01803,P0025,T031,2,136000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V001159,2,2023-07-26,C01185,P0017,T018,1,151000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,M
V003246,1,2025-07-19,C02401,P0015,T041,2,174000.0,0.3,Transferencia,Tienda Física,Día Del Padre,34
V002965,3,2023-07-18,C02196,P0004,T007,2,176000.0,0.0,Efectivo,Online,Temporada Regular,32
V001023,1,2025-09-01,C01242,P0020,T008,1,81000.0,0.0,Transferencia,Tienda Física,Vacaciones,Xl
V000909,2,2025-05-15,C02777,P0004,T018,1,171000.0,0.0,Efectivo,Online,Vacaciones,38
V001717,2,2024-03-16,C00355,P0006,T032,2,54000.0,0.15,Tarjeta Crédito,Tienda Física,Día Del Padre,M
V001797,1,2023-11-08,C01670,P0012,T031,3,115000.0,0.0,Tarjeta Crédito,Online,Día Del Padre,L
V000774,2,2025-03-23,C00963,P0010,T034,1,92000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,40
V001117,1,2025-12-05,C00071,P0010,T018,2,92000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,36
V000313,1,2023-04-25,C00706,P0006,T012,4,57000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V000052,2,2023-07-06,C00288,P0023,T031,2,78000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V002466,1,2023-06-03,C01087,P0018,T043,3,79000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xxl
V003353,1,2023-11-13,C00104,P0015,T013,4,173000.0,0.05,Transferencia,Online,Temporada De Diciembre,34
V002475,2,2023-09-02,C01066,P0018,T026,1,74000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001494,2,2024-09-30,C00804,P0009,T010,1,121000.0,0.15,Tarjeta Crédito,Online,Temporada Regular,Xs
V002311,3,2025-03-17,C00211,P0015,T004,1,178000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,30
V001930,1,2025-02-08,C01130,P0003,T025,1,184000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V002038,2,2024-11-18,C00073,P0022,T004,2,192000.0,0.05,Tarjeta Débito,Tienda Física,Vacaciones,Xs
V002645,1,2024-02-26,C00309,P0013,T013,1,58000.0,0.3,Tarjeta Crédito,Online,Temporada Regular,L
V003377,2,2025-03-06,C02470,P0014,T039,1,135000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,38
V000091,2,2025-07-14,C00165,P0017,T038,1,153000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V000889,2,2023-08-30,C01941,P0020,T023,1,81000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002976,1,2023-07-16,C00940,P0012,T018,2,106000.0,0.05,Tarjeta Débito,Tienda Física,Vacaciones,M
V002948,1,2023-06-17,C01302,P0024,T034,1,214000.0,0.05,Efectivo,Tienda Física,Temporada Regular,Xl
V000344,1,2024-01-12,C01215,P0004,T014,4,176000.0,0.2,Tarjeta Débito,Tienda Física,Vacaciones,32
V002498,2,2024-09-23,C02053,P0022,T041,3,199000.0,0.3,Tarjeta Crédito,Tienda Física,Día De La Madre,S
V002276,1,2024-02-14,C02021,P0005,T043,2,108000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V003221,2,2024-10-28,C00174,P0019,T040,1,70000.0,0.0,Transferencia,Tienda Física,Regreso A Clases,Xs
V001471,3,2024-05-02,C01171,P0026,T025,4,134000.0,0.1,Transferencia,Tienda Física,Temporada Regular,Xl
V002266,1,2023-05-31,C01330,P0021,T021,4,122000.0,0.3,Tarjeta Débito,Tienda Física,Black Friday,Xl
V000098,1,2025-09-02,C00154,P0026,T018,1,136000.0,0.3,Tarjeta Débito,Tienda Física,Vacaciones,S
V000944,2,2024-09-16,C01200,P0014,T041,1,141000.0,0.4,Tarjeta Crédito,Tienda Física,Black Friday,28
V003747,2,2024-03-19,C02593,P0016,T002,2,137000.0,0.0,Transferencia,Tienda Física,Regreso A Clases,38
V000477,1,2024-09-29,C00867,P0018,T037,1,73000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xxl
V002585,1,2024-12-28,C01871,P0020,T026,2,78000.0,0.0,Efectivo,Tienda Física,Temporada Regular,M
V003633,1,2023-04-08,C02127,P0004,T040,2,177000.0,0.0,Efectivo,Online,Temporada Regular,32
V000268,2,2023-03-15,C00736,P0013,T004,2,59000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Sin Talla
V000540,1,2024-09-25,C01938,P0012,T028,2,110000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V001327,1,2023-10-19,C02762,P0004,T038,3,169000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,38
V002686,1,2024-01-10,C00577,P0006,T008,2,58000.0,0.0,Transferencia,Tienda Física,Vacaciones,M
V000932,1,2023-12-31,C00741,P0004,T016,1,177000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V002578,1,2025-08-08,C00826,P0018,T019,1,80000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001722,1,2024-03-01,C00925,P0010,T032,4,99000.0,0.2,Efectivo,Online,Regreso A Clases,34
V002767,2,2024-02-03,C00873,P0002,T004,2,150000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,Xl
V002053,2,2023-03-28,C00890,P0008,T043,1,207000.0,0.1,Efectivo,Tienda Física,Regreso A Clases,L
V000519,1,2025-10-22,C01581,P0019,T011,3,69000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V001172,1,2025-12-22,C01763,P0018,T004,1,73000.0,0.05,Efectivo,Online,Temporada De Diciembre,M
V002387,1,2024-02-14,C01216,P0005,T042,1,118000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000364,1,2025-06-24,C01963,P0007,T004,2,58000.0,0.0,Efectivo,Tienda Física,Temporada Regular,M
V001780,1,2023-10-18,C01608,P0006,T042,1,55000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002260,1,2023-12-27,C02547,P0004,T022,1,178000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,34
V002613,1,2024-05-04,C01937,P0018,T002,2,78000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V003046,2,2023-10-17,C01485,P0018,T015,1,78000.0,0.15,Efectivo,Tienda Física,Temporada Regular,L
V003275,1,2023-06-03,C01850,P0006,T012,1,55000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000129,1,2025-05-04,C00168,P0006,T030,2,56000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,Xl
V000103,3,2024-05-04,C00840,P0017,T006,3,146000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,Xs
V003620,1,2023-06-08,C00616,P0013,T028,3,54000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xl
V003338,1,2025-09-21,C02020,P0015,T004,4,168000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,34
V003659,2,2024-12-26,C00221,P0009,T041,4,121000.0,0.2,Tarjeta Crédito,Online,Temporada Regular,L
V000496,3,2024-09-27,C02608,P0008,T014,1,208000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V001661,1,2025-06-21,C00727,P0003,T041,3,174000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,32
V003202,1,2025-11-17,C01149,P0010,T014,1,97000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,28
V003676,3,2023-05-14,C00551,P0023,T040,1,77000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,L
V002169,1,2025-12-16,C00971,P0022,T004,4,200000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,Xl
V001330,2,2023-10-06,C01657,P0007,T024,2,60000.0,0.1,Efectivo,Tienda Física,Día Del Padre,L
V001375,1,2025-01-16,C01889,P0014,T018,1,144000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V003233,1,2023-12-30,C00101,P0014,T009,3,143000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,30
V002177,1,2023-03-12,C02125,P0018,T032,1,76000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V003241,2,2025-01-21,C02306,P0023,T009,1,75000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000711,1,2025-05-30,C02147,P0019,T018,4,70000.0,0.0,Efectivo,Tienda Física,Día De La Madre,Xl
V000760,2,2025-01-11,C02649,P0008,T036,1,215000.0,0.4,Efectivo,Tienda Física,Temporada Regular,S
V002947,1,2025-03-16,C01009,P0014,T004,4,145000.0,0.15,Efectivo,Tienda Física,Temporada Regular,34
V002292,1,2024-09-07,C01480,P0023,T009,4,80000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002242,1,2024-11-18,C01486,P0024,T037,1,211000.0,0.1,Efectivo,Tienda Física,Regreso A Clases,M
V000356,1,2025-10-02,C01544,P0016,T016,4,144000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,28
V002589,1,2023-02-04,C02471,P0002,T019,3,156000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V001696,2,2023-08-11,C02032,P0021,T003,4,123000.0,0.1,Tarjeta Débito,Tienda Física,Vacaciones,S
V003637,2,2024-02-24,C01603,P0001,T038,1,142000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,28
V003560,1,2025-02-23,C02059,P0026,T027,2,136000.0,0.3,Tarjeta Crédito,Tienda Física,Día Del Padre,L
V001778,2,2025-12-20,C01430,P0022,T028,1,206000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002718,1,2024-04-19,C01150,P0002,T009,4,157000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V000610,2,2024-07-15,C02692,P0002,T002,2,158000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xxl
V000171,1,2023-08-07,C02390,P0011,T004,2,137000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,L
V003770,1,2024-11-04,C02496,P0002,T005,2,164000.0,0.05,Tarjeta Débito,Tienda Física,Black Friday,Xxl
V002037,3,2024-07-22,C00545,P0011,T042,3,130000.0,0.0,Tarjeta Débito,Online,Temporada Regular,L
V002317,1,2024-09-15,C00204,P0009,T035,3,132000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001454,1,2024-06-21,C00742,P0026,T009,4,139000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001524,1,2023-03-28,C00451,P0024,T027,1,208000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,L
V000554,3,2025-04-30,C02611,P0010,T022,3,99000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,36
V000121,1,2024-06-23,C02680,P0020,T022,1,73000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000814,1,2023-10-19,C02137,P0012,T002,1,115000.0,0.15,Tarjeta Crédito,Online,Temporada De Diciembre,M
V002769,1,2023-06-20,C01358,P0003,T016,2,182000.0,0.05,Transferencia,Tienda Física,Temporada Regular,38
V001760,1,2023-05-06,C02232,P0018,T039,1,75000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001768,1,2025-12-11,C01892,P0024,T043,3,223000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V003305,1,2024-08-08,C00299,P0017,T009,2,147000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V002674,1,2025-08-26,C00721,P0008,T002,1,219000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
V003551,3,2025-02-23,C00487,P0014,T016,4,132000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,36
V000858,1,2024-09-18,C02776,P0015,T002,2,175000.0,0.0,Efectivo,Tienda Física,Vacaciones,38
V000683,1,2024-09-17,C01048,P0025,T018,2,139000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002666,1,2023-10-17,C01068,P0014,T004,3,145000.0,0.3,Tarjeta Débito,Tienda Física,Vacaciones,30
V000959,1,2023-03-24,C01402,P0013,T004,1,59000.0,0.1,Tarjeta Crédito,Tienda Física,Regreso A Clases,S
V002068,1,2025-03-31,C00698,P0026,T038,4,131000.0,0.0,Transferencia,Tienda Física,Temporada De Diciembre,Xxl
V002696,1,2023-09-23,C02444,P0016,T019,1,146000.0,0.05,Tarjeta Débito,Online,Temporada Regular,30
V002457,1,2024-07-20,C01536,P0006,T019,3,58000.0,0.0,Transferencia,Tienda Física,Temporada Regular,M
V002609,1,2023-08-02,C01242,P0016,T004,4,135000.0,0.0,Tarjeta Débito,Online,Vacaciones,32
V003117,2,2023-10-20,C01731,P0005,T014,2,118000.0,0.05,Transferencia,Tienda Física,Black Friday,Xs
V002428,1,2023-11-16,C01954,P0026,T004,1,135000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V001723,2,2024-05-26,C02525,P0019,T003,3,70000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V000091,1,2025-07-14,C00165,P0021,T038,2,117000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V001134,1,2024-10-18,C01632,P0016,T004,2,143000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,34
V002323,2,2024-07-17,C00349,P0021,T041,1,116000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,L
V002276,3,2024-02-14,C02021,P0018,T043,1,77000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V003743,2,2023-07-20,C00281,P0024,T004,1,211000.0,0.1,Tarjeta Crédito,Tienda Física,Vacaciones,Xxl
V002376,2,2023-03-19,C01934,P0006,T027,1,54000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V003685,1,2024-08-19,C01151,P0020,T011,2,73000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V000614,2,2024-08-22,C01233,P0026,T004,2,138000.0,0.15,Sin dato,Tienda Física,Día De La Madre,M
V003255,2,2024-01-01,C02307,P0020,T004,1,79000.0,0.0,Tarjeta Débito,Online,Temporada De Diciembre,Xl
V003771,1,2025-11-29,C00927,P0002,T004,1,159000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xxl
V003522,2,2025-01-03,C00503,P0025,T009,1,136000.0,0.2,Tarjeta Crédito,Tienda Física,Black Friday,L
V001480,1,2024-10-19,C01872,P0001,T041,3,146000.0,0.0,Efectivo,Tienda Física,Temporada Regular,34
V002635,1,2023-09-03,C02435,P0016,T029,2,140000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,40
V000499,1,2024-02-08,C01507,P0015,T035,4,183000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,38
V002724,2,2025-01-22,C00812,P0003,T037,1,179000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,38
V001764,2,2025-01-11,C02056,P0022,T004,4,200000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V000604,2,2025-08-24,C01847,P0024,T030,1,219000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V000564,1,2023-03-01,C00469,P0022,T004,3,196000.0,0.0,Tarjeta Crédito,Online,Día Del Padre,Xxl
V001861,1,2025-11-16,C00161,P0024,T001,1,223000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,M
V003599,2,2024-09-30,C00569,P0020,T035,2,80000.0,0.15,Efectivo,Online,Temporada De Diciembre,Xl
V002084,2,2023-03-15,C00645,P0001,T042,1,139000.0,0.05,Efectivo,Tienda Física,Temporada Regular,38
V000818,2,2024-01-02,C00602,P0016,T004,2,141000.0,0.0,Transferencia,Tienda Física,Temporada Regular,32
V002400,1,2025-05-24,C00247,P0007,T004,2,61000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002215,1,2023-04-30,C02674,P0022,T041,2,198000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V000982,3,2024-04-09,C01393,P0003,T035,1,171000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,40
V001098,1,2024-12-27,C01600,P0024,T004,3,218000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xxl
V001774,3,2023-07-11,C02415,P0019,T012,2,74000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xxl
V000433,1,2025-09-18,C02297,P0025,T006,2,135000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V000180,1,2023-03-01,C01822,P0010,T004,2,93000.0,0.0,Tarjeta Débito,Online,Día Del Padre,36
V000983,1,2024-07-26,C01231,P0004,T019,4,174000.0,0.0,Efectivo,Tienda Física,Temporada Regular,28
V003431,2,2024-09-22,C01188,P0020,T002,1,77000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xs
V001235,1,2025-05-14,C00297,P0012,T004,1,113000.0,0.2,Tarjeta Débito,Tienda Física,Regreso A Clases,Xl
V000729,1,2025-02-06,C00401,P0007,T029,1,59000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V001567,2,2024-11-24,C00453,P0017,T028,1,152000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V000664,2,2023-07-16,C00086,P0006,T043,2,56000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V003175,1,2024-10-20,C01738,P0019,T018,3,72000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001282,1,2024-03-07,C00482,P0014,T028,3,145000.0,0.0,Efectivo,Tienda Física,Temporada Regular,38
V000464,2,2023-03-25,C00280,P0013,T033,1,58000.0,0.1,Efectivo,Tienda Física,Temporada Regular,Xl
V003404,1,2025-02-02,C02038,P0002,T037,3,153000.0,0.4,Efectivo,Tienda Física,Temporada Regular,L
V001176,1,2025-11-25,C00163,P0017,T037,2,150000.0,0.15,Tarjeta Crédito,Online,Temporada Regular,Xxl
V003433,1,2024-02-16,C02744,P0019,T009,1,74000.0,0.0,Tarjeta Crédito,Online,Día Del Padre,Xs
V000115,3,2025-04-07,C02234,P0013,T004,1,55000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001204,1,2024-10-04,C01739,P0024,T001,1,221000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,L
V002902,1,2025-03-26,C00879,P0021,T015,1,117000.0,0.05,Efectivo,Tienda Física,Temporada Regular,S
V000494,1,2023-02-07,C02046,P0009,T004,1,125000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001837,1,2025-03-07,C01307,P0002,T013,1,152000.0,0.05,Efectivo,Tienda Física,Temporada Regular,Xxl
V001939,1,2025-08-21,C00546,P0024,T043,3,218000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V002723,2,2025-03-22,C00795,P0014,T019,1,143000.0,0.0,Efectivo,Tienda Física,Black Friday,38
V000016,1,2024-05-31,C00035,P0023,T005,1,79000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V002990,1,2025-01-12,C00035,P0020,T008,1,77000.0,0.0,Efectivo,Tienda Física,Black Friday,M
V000403,3,2025-06-01,C00799,P0011,T017,2,137000.0,0.05,Tarjeta Crédito,Online,Temporada De Diciembre,M
V003435,1,2025-05-20,C00087,P0024,T009,1,216000.0,0.0,Tarjeta Crédito,Tienda Física,Día Del Padre,L
V003067,2,2023-03-30,C02204,P0017,T034,4,153000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,M
V003165,1,2024-07-12,C00220,P0023,T041,3,75000.0,0.0,Efectivo,Online,Temporada De Diciembre,S
V001249,1,2023-08-17,C00668,P0001,T021,4,136000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,28
V002492,1,2023-01-25,C02336,P0015,T018,2,175000.0,0.05,Transferencia,Tienda Física,Temporada Regular,30
V001245,1,2023-11-23,C00200,P0004,T004,1,172000.0,0.05,Tarjeta Crédito,Tienda Física,Día Del Padre,28
V001620,1,2024-03-14,C01457,P0022,T017,1,208000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,M
V000921,1,2025-08-02,C00261,P0019,T008,2,75000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V000744,1,2024-11-24,C00741,P0005,T006,4,110000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V003534,1,2025-06-14,C01197,P0020,T041,3,77000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,Xl
V000665,1,2023-01-07,C02023,P0018,T007,1,77000.0,0.2,Efectivo,Tienda Física,Regreso A Clases,Xs
V001301,1,2023-10-14,C02736,P0011,T004,4,129000.0,0.0,Efectivo,Tienda Física,Black Friday,M
V000046,2,2025-06-10,C02104,P0026,T017,1,131000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,M
V001451,2,2025-09-13,C01586,P0009,T004,1,130000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V001457,1,2023-12-04,C01338,P0010,T040,1,91000.0,0.0,Efectivo,Tienda Física,Vacaciones,30
V000008,1,2025-02-03,C02559,P0003,T016,1,185000.0,0.0,Efectivo,Tienda Física,Temporada Regular,32
V001175,2,2025-12-31,C00917,P0023,T004,3,78000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002795,1,2024-06-23,C02310,P0012,T012,1,113000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xs
V000539,1,2023-04-14,C01295,P0024,T030,3,224000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002054,1,2024-10-01,C02013,P0005,T023,3,113000.0,0.15,Tarjeta Débito,Tienda Física,Vacaciones,M
V001137,2,2023-09-04,C00820,P0010,T003,2,93000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V001051,1,2023-03-03,C00491,P0023,T028,2,76000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000147,1,2025-10-25,C02467,P0003,T018,2,174000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,30
V001064,1,2024-11-23,C01364,P0022,T032,1,195000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,Xl
V002349,1,2023-07-23,C00443,P0015,T041,1,182000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,36
V001977,2,2023-12-06,C01429,P0022,T001,1,201000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,M
V002205,1,2025-03-10,C00924,P0006,T027,1,58000.0,0.0,Tarjeta Débito,Tienda Física,Regreso A Clases,Xs
V003457,2,2023-12-25,C02206,P0010,T007,2,96000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V001050,1,2025-12-12,C00496,P0025,T037,4,138000.0,0.0,Tarjeta Débito,Online,Temporada De Diciembre,Xs
V000560,2,2024-11-04,C00418,P0012,T040,2,108000.0,0.15,Transferencia,Tienda Física,Temporada Regular,Xxl
V003666,1,2023-06-20,C00462,P0004,T007,1,175000.0,0.4,Transferencia,Tienda Física,Temporada Regular,38
V001832,2,2023-04-24,C02418,P0008,T018,1,221000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,L
V002086,3,2023-09-06,C00423,P0018,T011,2,75000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V001123,1,2023-08-07,C00586,P0002,T020,1,155000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V003593,1,2023-06-27,C00344,P0003,T004,2,175000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V000553,1,2023-03-18,C00495,P0019,T033,1,73000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V003641,2,2023-12-03,C00250,P0002,T002,4,154000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xl
V001122,1,2025-08-15,C00921,P0023,T022,3,79000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,Xxl
V003724,1,2023-03-10,C02076,P0008,T022,4,219000.0,0.0,Tarjeta Débito,Tienda Física,Día De La Madre,M
V002465,2,2025-01-01,C00668,P0005,T015,2,111000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V001994,1,2025-03-21,C00281,P0011,T014,1,140000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V003058,2,2023-12-01,C01241,P0003,T032,1,178000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,32
V002777,1,2025-06-24,C01924,P0004,T006,1,165000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V001821,3,2024-06-18,C01076,P0015,T004,2,183000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V003758,3,2024-05-23,C02424,P0013,T043,3,57000.0,0.0,Efectivo,Tienda Física,Regreso A Clases,L
V001686,2,2024-11-08,C00746,P0021,T009,1,126000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V002324,3,2025-01-30,C00212,P0007,T002,1,60000.0,0.0,Efectivo,Tienda Física,Temporada Regular,L
V001052,2,2023-03-02,C00637,P0018,T001,1,80000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,L
V002842,1,2024-02-04,C00946,P0011,T008,1,132000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V003419,1,2025-06-26,C01421,P0025,T043,1,146000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V001650,2,2024-08-24,C01626,P0007,T004,2,60000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V002735,1,2024-03-16,C01838,P0009,T012,2,124000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V003410,1,2024-08-26,C02132,P0002,T007,2,152000.0,0.0,Tarjeta Débito,Tienda Física,Día De La Madre,L
V001901,2,2024-05-02,C02022,P0012,T004,2,107000.0,0.2,Efectivo,Tienda Física,Vacaciones,S
V001980,1,2023-10-29,C00705,P0025,T035,1,134000.0,0.05,Efectivo,Tienda Física,Temporada Regular,S
V000478,1,2023-05-29,C00022,P0011,T009,2,136000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001856,2,2023-11-12,C01042,P0008,T011,1,207000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
